country,station_code,station_name,year,species,sex,determinand,matrix,basis,unit,value,qflag,limit_detection,limit_quantification,uncertainty,unit_uncertainty,sub.sample,AMAP_group,source,OSPAR_region,OSPAR_subregion,,latitude,longitude
Norway,A47002,Svalbard-Kongsfjorden area,2002,Rissa tridactyla,M,HG,ER,D,ug/g,1.2498,,,,,,A20741-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2002,Rissa tridactyla,M,HG,ER,D,ug/g,1.3431,,,,,,A20742-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2002,Rissa tridactyla,M,HG,ER,D,ug/g,1.1312,,,,,,A20743-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2002,Rissa tridactyla,M,HG,ER,D,ug/g,1.1677,,,,,,A20744-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2002,Rissa tridactyla,M,HG,ER,D,ug/g,1.1867,,,,,,A20745-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2002,Rissa tridactyla,M,HG,ER,D,ug/g,0.8728,,,,,,A20746-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2004,Rissa tridactyla,F,HG,ER,D,ug/g,1.0959,,,,,,A20747-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2004,Rissa tridactyla,F,HG,ER,D,ug/g,1.1649,,,,,,A20748-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2004,Rissa tridactyla,F,HG,ER,D,ug/g,1.0916,,,,,,A20749-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2004,Rissa tridactyla,F,HG,ER,D,ug/g,1.2995,,,,,,A20750-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2004,Rissa tridactyla,F,HG,ER,D,ug/g,1.1482,,,,,,A20751-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2004,Rissa tridactyla,F,HG,ER,D,ug/g,0.9668,,,,,,A20752-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2004,Rissa tridactyla,F,HG,ER,D,ug/g,1.1336,,,,,,A20753-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2004,Rissa tridactyla,F,HG,ER,D,ug/g,1.3008,,,,,,A20754-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2004,Rissa tridactyla,F,HG,ER,D,ug/g,1.0227,,,,,,A20755-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2004,Rissa tridactyla,F,HG,ER,D,ug/g,1.4704,,,,,,A20756-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2004,Rissa tridactyla,F,HG,ER,D,ug/g,1.2929,,,,,,A20757-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2004,Rissa tridactyla,F,HG,ER,D,ug/g,1.3736,,,,,,A20758-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2004,Rissa tridactyla,F,HG,ER,D,ug/g,1.3134,,,,,,A20759-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2004,Rissa tridactyla,F,HG,ER,D,ug/g,1.2476,,,,,,A20760-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2004,Rissa tridactyla,F,HG,ER,D,ug/g,1.0649,,,,,,A20761-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2004,Rissa tridactyla,M,HG,ER,D,ug/g,1.2264,,,,,,A20762-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2004,Rissa tridactyla,M,HG,ER,D,ug/g,1.4719,,,,,,A20763-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2004,Rissa tridactyla,M,HG,ER,D,ug/g,1.6679,,,,,,A20764-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2004,Rissa tridactyla,M,HG,ER,D,ug/g,1.6619,,,,,,A20765-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2004,Rissa tridactyla,M,HG,ER,D,ug/g,1.9612,,,,,,A20766-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2004,Rissa tridactyla,M,HG,ER,D,ug/g,1.2313,,,,,,A20767-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2004,Rissa tridactyla,M,HG,ER,D,ug/g,1.6969,,,,,,A20768-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2004,Rissa tridactyla,M,HG,ER,D,ug/g,2.3904,,,,,,A20769-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2004,Rissa tridactyla,M,HG,ER,D,ug/g,1.5829,,,,,,A20770-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2004,Rissa tridactyla,M,HG,ER,D,ug/g,1.8549,,,,,,A20771-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2004,Rissa tridactyla,M,HG,ER,D,ug/g,2.3171,,,,,,A20772-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2004,Rissa tridactyla,M,HG,ER,D,ug/g,1.2237,,,,,,A20773-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2004,Rissa tridactyla,M,HG,ER,D,ug/g,1.914,,,,,,A20774-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2004,Rissa tridactyla,M,HG,ER,D,ug/g,1.452,,,,,,A20775-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2004,Rissa tridactyla,M,HG,ER,D,ug/g,1.6743,,,,,,A20776-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2005,Rissa tridactyla,F,HG,ER,D,ug/g,0.8362,,,,,,A20777-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2005,Rissa tridactyla,F,HG,ER,D,ug/g,0.7397,,,,,,A20778-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2005,Rissa tridactyla,F,HG,ER,D,ug/g,0.834,,,,,,A20779-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2005,Rissa tridactyla,F,HG,ER,D,ug/g,0.7603,,,,,,A20780-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2005,Rissa tridactyla,F,HG,ER,D,ug/g,0.5222,,,,,,A20781-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2005,Rissa tridactyla,F,HG,ER,D,ug/g,0.9945,,,,,,A20782-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2005,Rissa tridactyla,F,HG,ER,D,ug/g,0.8346,,,,,,A20783-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2005,Rissa tridactyla,F,HG,ER,D,ug/g,1.0893,,,,,,A20784-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2005,Rissa tridactyla,F,HG,ER,D,ug/g,0.9675,,,,,,A20785-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2005,Rissa tridactyla,F,HG,ER,D,ug/g,0.9134,,,,,,A20786-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2005,Rissa tridactyla,F,HG,ER,D,ug/g,0.9235,,,,,,A20787-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2005,Rissa tridactyla,M,HG,ER,D,ug/g,1.5135,,,,,,A20788-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2005,Rissa tridactyla,M,HG,ER,D,ug/g,1.1333,,,,,,A20789-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2005,Rissa tridactyla,M,HG,ER,D,ug/g,0.7355,,,,,,A20790-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2005,Rissa tridactyla,M,HG,ER,D,ug/g,0.8012,,,,,,A20791-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2005,Rissa tridactyla,M,HG,ER,D,ug/g,0.6671,,,,,,A20792-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2005,Rissa tridactyla,M,HG,ER,D,ug/g,1.3123,,,,,,A20793-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2005,Rissa tridactyla,M,HG,ER,D,ug/g,0.9666,,,,,,A20794-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2005,Rissa tridactyla,M,HG,ER,D,ug/g,1.0086,,,,,,A20795-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2005,Rissa tridactyla,M,HG,ER,D,ug/g,0.7656,,,,,,A20796-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2005,Rissa tridactyla,M,HG,ER,D,ug/g,1.2052,,,,,,A20797-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2005,Rissa tridactyla,M,HG,ER,D,ug/g,0.9858,,,,,,A20798-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2005,Rissa tridactyla,M,HG,ER,D,ug/g,1.1992,,,,,,A20799-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2005,Rissa tridactyla,M,HG,ER,D,ug/g,0.5722,,,,,,A20800-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2005,Rissa tridactyla,M,HG,ER,D,ug/g,1.1482,,,,,,A20801-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2005,Rissa tridactyla,M,HG,ER,D,ug/g,1.019,,,,,,A20802-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2005,Rissa tridactyla,M,HG,ER,D,ug/g,1.2698,,,,,,A20803-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2005,Rissa tridactyla,M,HG,ER,D,ug/g,1.1553,,,,,,A20804-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2005,Rissa tridactyla,M,HG,ER,D,ug/g,1.0108,,,,,,A20805-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2005,Rissa tridactyla,M,HG,ER,D,ug/g,1.3257,,,,,,A20806-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2005,Rissa tridactyla,M,HG,ER,D,ug/g,1.3286,,,,,,A20807-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2006,Rissa tridactyla,F,HG,ER,D,ug/g,1.121,,,,,,A20808-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2006,Rissa tridactyla,F,HG,ER,D,ug/g,1.2147,,,,,,A20809-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2006,Rissa tridactyla,F,HG,ER,D,ug/g,1.1513,,,,,,A20810-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2006,Rissa tridactyla,F,HG,ER,D,ug/g,1.0309,,,,,,A20811-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2006,Rissa tridactyla,F,HG,ER,D,ug/g,1.2308,,,,,,A20812-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2006,Rissa tridactyla,F,HG,ER,D,ug/g,1.0535,,,,,,A20813-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2006,Rissa tridactyla,F,HG,ER,D,ug/g,1.0881,,,,,,A20814-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2006,Rissa tridactyla,F,HG,ER,D,ug/g,1.0136,,,,,,A20815-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2006,Rissa tridactyla,F,HG,ER,D,ug/g,1.3235,,,,,,A20816-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2006,Rissa tridactyla,F,HG,ER,D,ug/g,0.9256,,,,,,A20817-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2006,Rissa tridactyla,F,HG,ER,D,ug/g,1.4954,,,,,,A20818-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2006,Rissa tridactyla,F,HG,ER,D,ug/g,1.0169,,,,,,A20819-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2006,Rissa tridactyla,F,HG,ER,D,ug/g,1.3465,,,,,,A20820-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2006,Rissa tridactyla,M,HG,ER,D,ug/g,1.2368,,,,,,A20821-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2006,Rissa tridactyla,M,HG,ER,D,ug/g,1.6255,,,,,,A20822-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2006,Rissa tridactyla,M,HG,ER,D,ug/g,1.2618,,,,,,A20823-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2006,Rissa tridactyla,M,HG,ER,D,ug/g,1.7464,,,,,,A20824-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2006,Rissa tridactyla,M,HG,ER,D,ug/g,0.8322,,,,,,A20825-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2006,Rissa tridactyla,M,HG,ER,D,ug/g,1.3067,,,,,,A20826-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2006,Rissa tridactyla,M,HG,ER,D,ug/g,1.2207,,,,,,A20827-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2006,Rissa tridactyla,M,HG,ER,D,ug/g,1.8449,,,,,,A20828-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2006,Rissa tridactyla,M,HG,ER,D,ug/g,1.381,,,,,,A20829-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2006,Rissa tridactyla,M,HG,ER,D,ug/g,1.3487,,,,,,A20830-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2006,Rissa tridactyla,M,HG,ER,D,ug/g,2.8259,,,,,,A20831-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2006,Rissa tridactyla,M,HG,ER,D,ug/g,2.3336,,,,,,A20832-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2006,Rissa tridactyla,M,HG,ER,D,ug/g,1.664,,,,,,A20833-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2006,Rissa tridactyla,M,HG,ER,D,ug/g,1.423,,,,,,A20834-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2006,Rissa tridactyla,M,HG,ER,D,ug/g,1.3929,,,,,,A20835-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2006,Rissa tridactyla,M,HG,ER,D,ug/g,1.703,,,,,,A20836-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2007,Rissa tridactyla,F,HG,ER,D,ug/g,0.9774,,,,,,A20837-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2007,Rissa tridactyla,F,HG,ER,D,ug/g,0.8738,,,,,,A20838-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2007,Rissa tridactyla,F,HG,ER,D,ug/g,0.8832,,,,,,A20839-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2007,Rissa tridactyla,F,HG,ER,D,ug/g,0.8132,,,,,,A20840-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2007,Rissa tridactyla,F,HG,ER,D,ug/g,0.7665,,,,,,A20841-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2007,Rissa tridactyla,F,HG,ER,D,ug/g,0.8969,,,,,,A20842-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2007,Rissa tridactyla,F,HG,ER,D,ug/g,0.6535,,,,,,A20843-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2007,Rissa tridactyla,F,HG,ER,D,ug/g,0.6875,,,,,,A20844-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2007,Rissa tridactyla,F,HG,ER,D,ug/g,0.9355,,,,,,A20845-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2007,Rissa tridactyla,F,HG,ER,D,ug/g,0.5453,,,,,,A20846-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2007,Rissa tridactyla,F,HG,ER,D,ug/g,0.7604,,,,,,A20847-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2007,Rissa tridactyla,F,HG,ER,D,ug/g,0.5477,,,,,,A20848-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2007,Rissa tridactyla,F,HG,ER,D,ug/g,0.7483,,,,,,A20849-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2007,Rissa tridactyla,F,HG,ER,D,ug/g,0.5264,,,,,,A20850-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2007,Rissa tridactyla,F,HG,ER,D,ug/g,0.6947,,,,,,A20851-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2007,Rissa tridactyla,M,HG,ER,D,ug/g,1.1538,,,,,,A20852-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2007,Rissa tridactyla,M,HG,ER,D,ug/g,0.9792,,,,,,A20853-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2007,Rissa tridactyla,M,HG,ER,D,ug/g,0.7757,,,,,,A20854-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2007,Rissa tridactyla,M,HG,ER,D,ug/g,1.1598,,,,,,A20855-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2007,Rissa tridactyla,M,HG,ER,D,ug/g,1.0413,,,,,,A20856-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2007,Rissa tridactyla,M,HG,ER,D,ug/g,1.3261,,,,,,A20857-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2007,Rissa tridactyla,M,HG,ER,D,ug/g,0.7662,,,,,,A20858-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2007,Rissa tridactyla,M,HG,ER,D,ug/g,1.1515,,,,,,A20859-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2007,Rissa tridactyla,M,HG,ER,D,ug/g,0.5387,,,,,,A20860-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2007,Rissa tridactyla,M,HG,ER,D,ug/g,1.0575,,,,,,A20861-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2007,Rissa tridactyla,M,HG,ER,D,ug/g,0.9532,,,,,,A20862-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2007,Rissa tridactyla,M,HG,ER,D,ug/g,1.1359,,,,,,A20863-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2007,Rissa tridactyla,M,HG,ER,D,ug/g,0.7475,,,,,,A20864-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2007,Rissa tridactyla,M,HG,ER,D,ug/g,0.799,,,,,,A20865-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2007,Rissa tridactyla,M,HG,ER,D,ug/g,0.955,,,,,,A20866-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2008,Rissa tridactyla,F,HG,ER,D,ug/g,0.521,,,,,,A20867-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2008,Rissa tridactyla,F,HG,ER,D,ug/g,0.7991,,,,,,A20868-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2008,Rissa tridactyla,F,HG,ER,D,ug/g,0.9559,,,,,,A20869-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2008,Rissa tridactyla,F,HG,ER,D,ug/g,0.575,,,,,,A20870-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2008,Rissa tridactyla,F,HG,ER,D,ug/g,0.917,,,,,,A20871-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2008,Rissa tridactyla,F,HG,ER,D,ug/g,0.847,,,,,,A20872-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2008,Rissa tridactyla,F,HG,ER,D,ug/g,0.4102,,,,,,A20873-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2008,Rissa tridactyla,F,HG,ER,D,ug/g,0.8654,,,,,,A20874-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2008,Rissa tridactyla,F,HG,ER,D,ug/g,0.4469,,,,,,A20875-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2008,Rissa tridactyla,F,HG,ER,D,ug/g,0.6056,,,,,,A20876-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2008,Rissa tridactyla,F,HG,ER,D,ug/g,0.9594,,,,,,A20877-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2008,Rissa tridactyla,F,HG,ER,D,ug/g,0.6755,,,,,,A20878-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2008,Rissa tridactyla,F,HG,ER,D,ug/g,0.7257,,,,,,A20879-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2008,Rissa tridactyla,F,HG,ER,D,ug/g,0.9712,,,,,,A20880-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2008,Rissa tridactyla,F,HG,ER,D,ug/g,0.5722,,,,,,A20881-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2008,Rissa tridactyla,F,HG,ER,D,ug/g,0.7493,,,,,,A20882-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2008,Rissa tridactyla,F,HG,ER,D,ug/g,0.7467,,,,,,A20883-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2008,Rissa tridactyla,F,HG,ER,D,ug/g,0.8978,,,,,,A20884-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2008,Rissa tridactyla,F,HG,ER,D,ug/g,0.6365,,,,,,A20885-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2008,Rissa tridactyla,F,HG,ER,D,ug/g,0.9239,,,,,,A20886-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2008,Rissa tridactyla,M,HG,ER,D,ug/g,0.6918,,,,,,A20887-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2008,Rissa tridactyla,M,HG,ER,D,ug/g,1.1524,,,,,,A20888-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2008,Rissa tridactyla,M,HG,ER,D,ug/g,1.8108,,,,,,A20889-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2008,Rissa tridactyla,M,HG,ER,D,ug/g,1.1555,,,,,,A20890-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2008,Rissa tridactyla,M,HG,ER,D,ug/g,0.9555,,,,,,A20891-Norway,Not_applicable,Chastel_et_al,,,,,
Norway,A47002,Svalbard-Kongsfjorden area,2008,Rissa tridactyla,M,HG,ER,D,ug/g,0.925,,,,,,A20892-Norway,Not_applicable,Chastel_et_al,,,,,
