country,station_code,station_name,year,species,sex,determinand,matrix,basis,unit,value,qflag,limit_detection,limit_quantification,uncertainty,methodUncertainty,latitude,longitude,date,depth,noinp,filtered,AMAP_group,sampleID,replicate,pargroup,metpt,metoa,metcx,OSPAR_region,OSPAR_subregion
Denmark,A9,Ittoqqortoormiit AMAP,1990,Ursus maritimus,M,AGMEA,HA,D,y,2,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1990,Ursus maritimus,F,HG,HA,D,mg/kg,2.356,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1990,Ursus maritimus,F,AGMEA,HA,D,y,11,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1990,Ursus maritimus,F,HG,HA,D,mg/kg,4.479,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1990,Ursus maritimus,F,AGMEA,HA,D,y,9,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1990,Ursus maritimus,M,HG,HA,D,mg/kg,4.784,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1990,Ursus maritimus,M,AGMEA,HA,D,y,7,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1990,Ursus maritimus,F,HG,HA,D,mg/kg,13.571,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1990,Ursus maritimus,F,AGMEA,HA,D,y,11,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1990,Ursus maritimus,M,HG,HA,D,mg/kg,5.757,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1990,Ursus maritimus,M,AGMEA,HA,D,y,10,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1990,Ursus maritimus,M,HG,HA,D,mg/kg,4.675,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1990,Ursus maritimus,M,AGMEA,HA,D,y,4,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1990,Ursus maritimus,F,HG,HA,D,mg/kg,8.578,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1990,Ursus maritimus,F,AGMEA,HA,D,y,16,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1990,Ursus maritimus,M,HG,HA,D,mg/kg,7.549,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1990,Ursus maritimus,M,AGMEA,HA,D,y,4,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1990,Ursus maritimus,F,HG,LI,W,mg/kg,14.534,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1990,Ursus maritimus,F,HG,HA,D,mg/kg,18.608,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1990,Ursus maritimus,F,AGMEA,HA,D,y,1,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1990,Ursus maritimus,M,HG,LI,W,mg/kg,12.737,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1990,Ursus maritimus,M,HG,HA,D,mg/kg,13.843,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1990,Ursus maritimus,M,AGMEA,HA,D,y,1,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1990,Ursus maritimus,M,HG,HA,D,mg/kg,6.942,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1990,Ursus maritimus,M,AGMEA,HA,D,y,19,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1990,Ursus maritimus,F,HG,HA,D,mg/kg,6.136,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1990,Ursus maritimus,F,AGMEA,HA,D,y,3,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1990,Ursus maritimus,F,HG,HA,D,mg/kg,7.1,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1990,Ursus maritimus,M,HG,HA,D,mg/kg,7.38,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1990,Ursus maritimus,F,HG,HA,D,mg/kg,9.31,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1990,Ursus maritimus,F,HG,HA,D,mg/kg,11.52,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1991,Ursus maritimus,F,HG,HA,D,mg/kg,2.79,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1991,Ursus maritimus,F,AGMEA,HA,D,y,1,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1991,Ursus maritimus,F,HG,HA,D,mg/kg,11.07,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1991,Ursus maritimus,F,AGMEA,HA,D,y,4,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1991,Ursus maritimus,M,HG,HA,D,mg/kg,4.69,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1991,Ursus maritimus,M,AGMEA,HA,D,y,3,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1991,Ursus maritimus,F,HG,HA,D,mg/kg,15.49,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1991,Ursus maritimus,F,AGMEA,HA,D,y,10,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1991,Ursus maritimus,M,HG,HA,D,mg/kg,12.09,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1991,Ursus maritimus,M,AGMEA,HA,D,y,9,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1991,Ursus maritimus,M,HG,HA,D,mg/kg,8.02,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1991,Ursus maritimus,M,AGMEA,HA,D,y,8,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1991,Ursus maritimus,,HG,HA,D,mg/kg,1.13,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1991,Ursus maritimus,,AGMEA,HA,D,y,1,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1991,Ursus maritimus,,HG,HA,D,mg/kg,7.71,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1991,Ursus maritimus,F,HG,HA,D,mg/kg,2.22,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1991,Ursus maritimus,M,HG,HA,D,mg/kg,3.91,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1991,Ursus maritimus,M,AGMEA,HA,D,y,5,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1991,Ursus maritimus,F,HG,HA,D,mg/kg,3.25,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1991,Ursus maritimus,F,AGMEA,HA,D,y,3,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1991,Ursus maritimus,F,HG,HA,D,mg/kg,2.42,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1991,Ursus maritimus,F,AGMEA,HA,D,y,3,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1991,Ursus maritimus,,HG,HA,D,mg/kg,1.67,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1991,Ursus maritimus,M,HG,HA,D,mg/kg,5.15,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1991,Ursus maritimus,F,HG,HA,D,mg/kg,7.24,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1991,Ursus maritimus,F,HG,HA,D,mg/kg,10.5,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1991,Ursus maritimus,F,HG,HA,D,mg/kg,3.368,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1991,Ursus maritimus,F,HG,HA,D,mg/kg,2.95,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1991,Ursus maritimus,M,HG,HA,D,mg/kg,3.903,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1991,Ursus maritimus,M,AGMEA,HA,D,y,2,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1991,Ursus maritimus,F,HG,HA,D,mg/kg,7.28,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,HG,LI,W,mg/kg,35.867,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,AGMEA,HA,D,y,4,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,HG,LI,W,mg/kg,20.2,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,AGMEA,HA,D,y,4,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,F,HG,LI,W,mg/kg,64.824,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,F,AGMEA,HA,D,y,26,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,F,HG,LI,W,mg/kg,22.059,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,F,AGMEA,HA,D,y,5,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,F,HG,LI,W,mg/kg,9.26,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,F,AGMEA,HA,D,y,1,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,HG,LI,W,mg/kg,18.912,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,AGMEA,HA,D,y,2,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,F,HG,LI,W,mg/kg,93.686,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,F,AGMEA,HA,D,y,5,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,HG,LI,W,mg/kg,51.688,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,AGMEA,HA,D,y,5,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,HG,LI,W,mg/kg,39.437,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,AGMEA,HA,D,y,10,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,HG,LI,W,mg/kg,18.299,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,AGMEA,HA,D,y,5,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,HG,LI,W,mg/kg,5.316,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,AGMEA,HA,D,y,1,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,HG,LI,W,mg/kg,19.279,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,AGMEA,HA,D,y,12,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,F,HG,LI,W,mg/kg,92.98,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,F,AGMEA,HA,D,y,13,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,HG,LI,W,mg/kg,23.807,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,AGMEA,HA,D,y,6,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,HG,LI,W,mg/kg,155.224,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,AGMEA,HA,D,y,17,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,HG,LI,W,mg/kg,21.469,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,AGMEA,HA,D,y,2,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,HG,LI,W,mg/kg,37.843,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,AGMEA,HA,D,y,3,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,HG,LI,W,mg/kg,18.885,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,AGMEA,HA,D,y,10,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,HG,LI,W,mg/kg,44.427,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,AGMEA,HA,D,y,18,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,HG,LI,W,mg/kg,26.298,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,AGMEA,HA,D,y,3,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,F,HG,LI,W,mg/kg,36.841,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1992,Ursus maritimus,F,AGMEA,HA,D,y,18,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,HG,LI,W,mg/kg,10.893,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,AGMEA,HA,D,y,3,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,HG,LI,W,mg/kg,34.153,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,AGMEA,HA,D,y,2,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,HG,LI,W,mg/kg,17.947,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,AGMEA,HA,D,y,2,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,HG,LI,W,mg/kg,81.512,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,AGMEA,HA,D,y,12,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,HG,LI,W,mg/kg,17.337,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,AGMEA,HA,D,y,4,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,HG,LI,W,mg/kg,16.828,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,AGMEA,HA,D,y,1,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,HG,LI,W,mg/kg,45.462,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,AGMEA,HA,D,y,13,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,HG,LI,W,mg/kg,104.0085,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,AGMEA,HA,D,y,12,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,HG,LI,W,mg/kg,41.182,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,AGMEA,HA,D,y,3,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,HG,LI,W,mg/kg,42.259,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,AGMEA,HA,D,y,3,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,HG,LI,W,mg/kg,41.332,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,AGMEA,HA,D,y,16,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,HG,LI,W,mg/kg,28.467,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,AGMEA,HA,D,y,1,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,HG,LI,W,mg/kg,40.416,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,AGMEA,HA,D,y,13,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,HG,LI,W,mg/kg,39.488,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,AGMEA,HA,D,y,2,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,HG,LI,W,mg/kg,156.621,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,AGMEA,HA,D,y,21,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,HG,LI,W,mg/kg,13.03,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,AGMEA,HA,D,y,3,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,HG,LI,W,mg/kg,39.393,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,AGMEA,HA,D,y,4,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,HG,LI,W,mg/kg,30.464,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,AGMEA,HA,D,y,5,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,HG,HA,D,mg/kg,5.868,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,HG,HA,D,mg/kg,8.443,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,HG,HA,D,mg/kg,6.544,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,HG,HA,D,mg/kg,3.494,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1994,Ursus maritimus,F,HG,LI,W,mg/kg,11.9,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1994,Ursus maritimus,F,AGMEA,HA,D,y,1,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,HG,LI,W,mg/kg,10.656,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,AGMEA,HA,D,y,1,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,HG,LI,W,mg/kg,24.005,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,AGMEA,HA,D,y,7,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,HG,LI,W,mg/kg,28.92,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,AGMEA,HA,D,y,4,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,HG,LI,W,mg/kg,35.483,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,AGMEA,HA,D,y,4,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1994,Ursus maritimus,F,HG,LI,W,mg/kg,16.682,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1994,Ursus maritimus,F,AGMEA,HA,D,y,12,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1994,Ursus maritimus,F,HG,LI,W,mg/kg,16.995,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1994,Ursus maritimus,F,AGMEA,HA,D,y,3,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,HG,LI,W,mg/kg,44.191,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,AGMEA,HA,D,y,12,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,HG,LI,W,mg/kg,30.915,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,AGMEA,HA,D,y,10,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,HG,LI,W,mg/kg,31.673,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,AGMEA,HA,D,y,7,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1994,Ursus maritimus,F,HG,LI,W,mg/kg,17.714,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1994,Ursus maritimus,F,AGMEA,HA,D,y,3,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,HG,HA,D,mg/kg,6.36,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,HG,HA,D,mg/kg,5.932,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,HG,HA,D,mg/kg,7.7,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,HG,HA,D,mg/kg,7.177,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,HG,HA,D,mg/kg,6.102,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,HG,HA,D,mg/kg,6.691,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,HG,HA,D,mg/kg,6.605,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,HG,HA,D,mg/kg,2.608,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1994,Ursus maritimus,F,HG,HA,D,mg/kg,7.425,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,HG,HA,D,mg/kg,5.532,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,HG,HA,D,mg/kg,4.697,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,HG,HA,D,mg/kg,7.54,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,HG,HA,D,mg/kg,4.978,,,,25,%,,,,,,,,,,,,,,,
Denmark,A9,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,HG,HA,D,mg/kg,7.386,,,,25,%,,,,,,,,,,,,,,,
