country,station_code,station_name,year,species,sex,determinand,matrix,basis,value,unit,censoring,limit_detection,limit_quantification,uncertainty,unit_uncertainty,sample,subseries,source
Canada,A26,North Lake,2016,Salvelinus alpinus,X,LNMEA,WO,,21.4,cm,,,,,,A16316,,Muir_Hudelson
Canada,A26,North Lake,2016,Salvelinus alpinus,X,LNMEA,WO,,40.2,cm,,,,,,A16317,,Muir_Hudelson
Canada,A26,North Lake,2016,Salvelinus alpinus,X,LNMEA,WO,,46,cm,,,,,,A16318,,Muir_Hudelson
Canada,A26,North Lake,2016,Salvelinus alpinus,X,LNMEA,WO,,48.2,cm,,,,,,A16319,,Muir_Hudelson
Canada,A26,North Lake,2016,Salvelinus alpinus,X,LNMEA,WO,,41.4,cm,,,,,,A16320,,Muir_Hudelson
Canada,A26,North Lake,2016,Salvelinus alpinus,X,LNMEA,WO,,37,cm,,,,,,A16321,,Muir_Hudelson
Canada,A26,North Lake,2016,Salvelinus alpinus,X,LNMEA,WO,,40.8,cm,,,,,,A16322,,Muir_Hudelson
Canada,A26,North Lake,2016,Salvelinus alpinus,X,LNMEA,WO,,48.6,cm,,,,,,A16323,,Muir_Hudelson
Canada,A26,North Lake,2016,Salvelinus alpinus,X,LNMEA,WO,,46.6,cm,,,,,,A16324,,Muir_Hudelson
Canada,A26,North Lake,2017,Salvelinus alpinus,X,LNMEA,WO,,41,cm,,,,,,A16325,,Muir_Hudelson
Canada,A26,North Lake,2017,Salvelinus alpinus,X,LNMEA,WO,,41.3,cm,,,,,,A16326,,Muir_Hudelson
Canada,A26,North Lake,2017,Salvelinus alpinus,X,LNMEA,WO,,39.5,cm,,,,,,A16327,,Muir_Hudelson
Canada,A26,North Lake,2017,Salvelinus alpinus,X,LNMEA,WO,,46.2,cm,,,,,,A16328,,Muir_Hudelson
Canada,A26,North Lake,2017,Salvelinus alpinus,X,LNMEA,WO,,43.3,cm,,,,,,A16329,,Muir_Hudelson
Canada,A26,North Lake,2017,Salvelinus alpinus,X,LNMEA,WO,,54.5,cm,,,,,,A16330,,Muir_Hudelson
Canada,A26,North Lake,2017,Salvelinus alpinus,X,LNMEA,WO,,40.3,cm,,,,,,A16331,,Muir_Hudelson
Canada,A26,North Lake,2017,Salvelinus alpinus,X,LNMEA,WO,,41.5,cm,,,,,,A16332,,Muir_Hudelson
Canada,A26,North Lake,2017,Salvelinus alpinus,X,LNMEA,WO,,38.8,cm,,,,,,A16333,,Muir_Hudelson
Canada,A26,North Lake,2017,Salvelinus alpinus,X,LNMEA,WO,,48.6,cm,,,,,,A16334,,Muir_Hudelson
Canada,A26,North Lake,2018,Salvelinus alpinus,X,LNMEA,WO,,41.5,cm,,,,,,A16335,,Muir_Hudelson
Canada,A26,North Lake,2018,Salvelinus alpinus,X,LNMEA,WO,,36.1,cm,,,,,,A16336,,Muir_Hudelson
Canada,A26,North Lake,2018,Salvelinus alpinus,X,LNMEA,WO,,43.5,cm,,,,,,A16337,,Muir_Hudelson
Canada,A26,North Lake,2018,Salvelinus alpinus,X,LNMEA,WO,,37.5,cm,,,,,,A16338,,Muir_Hudelson
Canada,A26,North Lake,2018,Salvelinus alpinus,X,LNMEA,WO,,50,cm,,,,,,A16339,,Muir_Hudelson
Canada,A26,North Lake,2018,Salvelinus alpinus,X,LNMEA,WO,,41.1,cm,,,,,,A16340,,Muir_Hudelson
Canada,A26,North Lake,2018,Salvelinus alpinus,X,LNMEA,WO,,40.1,cm,,,,,,A16341,,Muir_Hudelson
Canada,A26,North Lake,2018,Salvelinus alpinus,X,LNMEA,WO,,43.3,cm,,,,,,A16342,,Muir_Hudelson
Canada,A26,North Lake,2018,Salvelinus alpinus,X,LNMEA,WO,,44.5,cm,,,,,,A16343,,Muir_Hudelson
Canada,A26,North Lake,2018,Salvelinus alpinus,X,LNMEA,WO,,38.6,cm,,,,,,A16344,,Muir_Hudelson
Canada,A18,Lake Hazen,1990,Salvelinus alpinus,X,LNMEA,WO,,56.6,cm,,,,,,A16345,,Muir_Hudelson
Canada,A18,Lake Hazen,1990,Salvelinus alpinus,X,LNMEA,WO,,39.7,cm,,,,,,A16346,,Muir_Hudelson
Canada,A18,Lake Hazen,1990,Salvelinus alpinus,X,LNMEA,WO,,37.5,cm,,,,,,A16347,,Muir_Hudelson
Canada,A18,Lake Hazen,1990,Salvelinus alpinus,X,LNMEA,WO,,35.6,cm,,,,,,A16348,,Muir_Hudelson
Canada,A18,Lake Hazen,1990,Salvelinus alpinus,X,LNMEA,WO,,35.9,cm,,,,,,A16349,,Muir_Hudelson
Canada,A18,Lake Hazen,1990,Salvelinus alpinus,X,LNMEA,WO,,36.2,cm,,,,,,A16350,,Muir_Hudelson
Canada,A18,Lake Hazen,1990,Salvelinus alpinus,X,LNMEA,WO,,57.2,cm,,,,,,A16351,,Muir_Hudelson
Canada,A18,Lake Hazen,1990,Salvelinus alpinus,X,LNMEA,WO,,44.9,cm,,,,,,A16352,,Muir_Hudelson
Canada,A18,Lake Hazen,1990,Salvelinus alpinus,X,LNMEA,WO,,48,cm,,,,,,A16353,,Muir_Hudelson
Canada,A18,Lake Hazen,1990,Salvelinus alpinus,X,LNMEA,WO,,35.9,cm,,,,,,A16354,,Muir_Hudelson
Canada,A18,Lake Hazen,1990,Salvelinus alpinus,X,LNMEA,WO,,37.1,cm,,,,,,A16355,,Muir_Hudelson
Canada,A18,Lake Hazen,1990,Salvelinus alpinus,X,LNMEA,WO,,45.2,cm,,,,,,A16356,,Muir_Hudelson
Canada,A18,Lake Hazen,1990,Salvelinus alpinus,X,LNMEA,WO,,41,cm,,,,,,A16357,,Muir_Hudelson
Canada,A18,Lake Hazen,1990,Salvelinus alpinus,X,LNMEA,WO,,40.3,cm,,,,,,A16358,,Muir_Hudelson
Canada,A18,Lake Hazen,1990,Salvelinus alpinus,X,LNMEA,WO,,58,cm,,,,,,A16359,,Muir_Hudelson
Canada,A18,Lake Hazen,1990,Salvelinus alpinus,X,LNMEA,WO,,38.6,cm,,,,,,A16360,,Muir_Hudelson
Canada,A18,Lake Hazen,1990,Salvelinus alpinus,X,LNMEA,WO,,42,cm,,,,,,A16361,,Muir_Hudelson
Canada,A18,Lake Hazen,1990,Salvelinus alpinus,X,LNMEA,WO,,35.7,cm,,,,,,A16362,,Muir_Hudelson
Canada,A18,Lake Hazen,1990,Salvelinus alpinus,X,LNMEA,WO,,36.2,cm,,,,,,A16363,,Muir_Hudelson
Canada,A18,Lake Hazen,1990,Salvelinus alpinus,X,LNMEA,WO,,46.4,cm,,,,,,A16364,,Muir_Hudelson
Canada,A18,Lake Hazen,1990,Salvelinus alpinus,X,LNMEA,WO,,53.4,cm,,,,,,A16365,,Muir_Hudelson
Canada,A18,Lake Hazen,1990,Salvelinus alpinus,X,LNMEA,WO,,55.3,cm,,,,,,A16366,,Muir_Hudelson
Canada,A18,Lake Hazen,1990,Salvelinus alpinus,X,LNMEA,WO,,37,cm,,,,,,A16367,,Muir_Hudelson
Canada,A18,Lake Hazen,1990,Salvelinus alpinus,X,LNMEA,WO,,42.7,cm,,,,,,A16368,,Muir_Hudelson
Canada,A18,Lake Hazen,1990,Salvelinus alpinus,X,LNMEA,WO,,38.8,cm,,,,,,A16369,,Muir_Hudelson
Canada,A18,Lake Hazen,1990,Salvelinus alpinus,X,LNMEA,WO,,48.7,cm,,,,,,A16370,,Muir_Hudelson
Canada,A18,Lake Hazen,1990,Salvelinus alpinus,X,LNMEA,WO,,52.5,cm,,,,,,A16371,,Muir_Hudelson
Canada,A18,Lake Hazen,1990,Salvelinus alpinus,X,LNMEA,WO,,44.7,cm,,,,,,A16372,,Muir_Hudelson
Canada,A18,Lake Hazen,1990,Salvelinus alpinus,X,LNMEA,WO,,50.3,cm,,,,,,A16373,,Muir_Hudelson
Canada,A18,Lake Hazen,1990,Salvelinus alpinus,X,LNMEA,WO,,40.4,cm,,,,,,A16374,,Muir_Hudelson
Canada,A18,Lake Hazen,1990,Salvelinus alpinus,X,LNMEA,WO,,48.5,cm,,,,,,A16375,,Muir_Hudelson
Canada,A18,Lake Hazen,1990,Salvelinus alpinus,X,LNMEA,WO,,35.2,cm,,,,,,A16376,,Muir_Hudelson
Canada,A18,Lake Hazen,1990,Salvelinus alpinus,X,LNMEA,WO,,48,cm,,,,,,A16377,,Muir_Hudelson
Canada,A18,Lake Hazen,1990,Salvelinus alpinus,X,LNMEA,WO,,34.8,cm,,,,,,A16378,,Muir_Hudelson
Canada,A18,Lake Hazen,1990,Salvelinus alpinus,X,LNMEA,WO,,34.6,cm,,,,,,A16379,,Muir_Hudelson
Canada,A18,Lake Hazen,1992,Salvelinus alpinus,X,LNMEA,WO,,36.6,cm,,,,,,A16380,,Muir_Hudelson
Canada,A18,Lake Hazen,1992,Salvelinus alpinus,X,LNMEA,WO,,35.8,cm,,,,,,A16381,,Muir_Hudelson
Canada,A18,Lake Hazen,1992,Salvelinus alpinus,X,LNMEA,WO,,56.5,cm,,,,,,A16382,,Muir_Hudelson
Canada,A18,Lake Hazen,1992,Salvelinus alpinus,X,LNMEA,WO,,43.2,cm,,,,,,A16383,,Muir_Hudelson
Canada,A18,Lake Hazen,1992,Salvelinus alpinus,X,LNMEA,WO,,48,cm,,,,,,A16384,,Muir_Hudelson
Canada,A18,Lake Hazen,1992,Salvelinus alpinus,X,LNMEA,WO,,37.8,cm,,,,,,A16385,,Muir_Hudelson
Canada,A18,Lake Hazen,1992,Salvelinus alpinus,X,LNMEA,WO,,36.5,cm,,,,,,A16386,,Muir_Hudelson
Canada,A18,Lake Hazen,1992,Salvelinus alpinus,X,LNMEA,WO,,41,cm,,,,,,A16387,,Muir_Hudelson
Canada,A18,Lake Hazen,1992,Salvelinus alpinus,X,LNMEA,WO,,37.1,cm,,,,,,A16388,,Muir_Hudelson
Canada,A18,Lake Hazen,1992,Salvelinus alpinus,X,LNMEA,WO,,34.2,cm,,,,,,A16389,,Muir_Hudelson
Canada,A18,Lake Hazen,1992,Salvelinus alpinus,X,LNMEA,WO,,38.9,cm,,,,,,A16390,,Muir_Hudelson
Canada,A18,Lake Hazen,1992,Salvelinus alpinus,X,LNMEA,WO,,54,cm,,,,,,A16391,,Muir_Hudelson
Canada,A18,Lake Hazen,1992,Salvelinus alpinus,X,LNMEA,WO,,61.8,cm,,,,,,A16392,,Muir_Hudelson
Canada,A18,Lake Hazen,1992,Salvelinus alpinus,X,LNMEA,WO,,35.6,cm,,,,,,A16393,,Muir_Hudelson
Canada,A18,Lake Hazen,1992,Salvelinus alpinus,X,LNMEA,WO,,57.2,cm,,,,,,A16394,,Muir_Hudelson
Canada,A18,Lake Hazen,1992,Salvelinus alpinus,X,LNMEA,WO,,41.8,cm,,,,,,A16395,,Muir_Hudelson
Canada,A18,Lake Hazen,1992,Salvelinus alpinus,X,LNMEA,WO,,37,cm,,,,,,A16396,,Muir_Hudelson
Canada,A18,Lake Hazen,1992,Salvelinus alpinus,X,LNMEA,WO,,35,cm,,,,,,A16397,,Muir_Hudelson
Canada,A18,Lake Hazen,1992,Salvelinus alpinus,X,LNMEA,WO,,55.3,cm,,,,,,A16398,,Muir_Hudelson
Canada,A18,Lake Hazen,1992,Salvelinus alpinus,X,LNMEA,WO,,56,cm,,,,,,A16399,,Muir_Hudelson
Canada,A18,Lake Hazen,2001,Salvelinus alpinus,X,LNMEA,WO,,32.8,cm,,,,,,A16400,,Muir_Hudelson
Canada,A18,Lake Hazen,2001,Salvelinus alpinus,X,LNMEA,WO,,36.7,cm,,,,,,A16401,,Muir_Hudelson
Canada,A18,Lake Hazen,2001,Salvelinus alpinus,X,LNMEA,WO,,29,cm,,,,,,A16402,,Muir_Hudelson
Canada,A18,Lake Hazen,2001,Salvelinus alpinus,X,LNMEA,WO,,40.1,cm,,,,,,A16403,,Muir_Hudelson
Canada,A18,Lake Hazen,2001,Salvelinus alpinus,X,LNMEA,WO,,33.5,cm,,,,,,A16404,,Muir_Hudelson
Canada,A18,Lake Hazen,2001,Salvelinus alpinus,X,LNMEA,WO,,37.7,cm,,,,,,A16405,,Muir_Hudelson
Canada,A18,Lake Hazen,2001,Salvelinus alpinus,X,LNMEA,WO,,33.4,cm,,,,,,A16406,,Muir_Hudelson
Canada,A18,Lake Hazen,2001,Salvelinus alpinus,X,LNMEA,WO,,38.8,cm,,,,,,A16407,,Muir_Hudelson
Canada,A18,Lake Hazen,2001,Salvelinus alpinus,X,LNMEA,WO,,33.6,cm,,,,,,A16408,,Muir_Hudelson
Canada,A18,Lake Hazen,2001,Salvelinus alpinus,X,LNMEA,WO,,29.5,cm,,,,,,A16409,,Muir_Hudelson
Canada,A18,Lake Hazen,2001,Salvelinus alpinus,X,LNMEA,WO,,47.4,cm,,,,,,A16410,,Muir_Hudelson
Canada,A18,Lake Hazen,2001,Salvelinus alpinus,X,LNMEA,WO,,51.8,cm,,,,,,A16411,,Muir_Hudelson
Canada,A18,Lake Hazen,2001,Salvelinus alpinus,X,LNMEA,WO,,61.6,cm,,,,,,A16412,,Muir_Hudelson
Canada,A18,Lake Hazen,2001,Salvelinus alpinus,X,LNMEA,WO,,59.7,cm,,,,,,A16413,,Muir_Hudelson
Canada,A18,Lake Hazen,2001,Salvelinus alpinus,X,LNMEA,WO,,60.5,cm,,,,,,A16414,,Muir_Hudelson
Canada,A18,Lake Hazen,2001,Salvelinus alpinus,X,LNMEA,WO,,55.4,cm,,,,,,A16415,,Muir_Hudelson
Canada,A18,Lake Hazen,2001,Salvelinus alpinus,X,LNMEA,WO,,57,cm,,,,,,A16416,,Muir_Hudelson
Canada,A18,Lake Hazen,2001,Salvelinus alpinus,X,LNMEA,WO,,68.3,cm,,,,,,A16417,,Muir_Hudelson
Canada,A18,Lake Hazen,2001,Salvelinus alpinus,X,LNMEA,WO,,64.4,cm,,,,,,A16418,,Muir_Hudelson
Canada,A18,Lake Hazen,2001,Salvelinus alpinus,X,LNMEA,WO,,37.3,cm,,,,,,A16419,,Muir_Hudelson
Canada,A18,Lake Hazen,2003,Salvelinus alpinus,X,LNMEA,WO,,35.8,cm,,,,,,A16420,,Muir_Hudelson
Canada,A18,Lake Hazen,2003,Salvelinus alpinus,X,LNMEA,WO,,36,cm,,,,,,A16421,,Muir_Hudelson
Canada,A18,Lake Hazen,2003,Salvelinus alpinus,X,LNMEA,WO,,52.7,cm,,,,,,A16422,,Muir_Hudelson
Canada,A18,Lake Hazen,2003,Salvelinus alpinus,X,LNMEA,WO,,35.6,cm,,,,,,A16423,,Muir_Hudelson
Canada,A18,Lake Hazen,2003,Salvelinus alpinus,X,LNMEA,WO,,40.4,cm,,,,,,A16424,,Muir_Hudelson
Canada,A18,Lake Hazen,2003,Salvelinus alpinus,X,LNMEA,WO,,55,cm,,,,,,A16425,,Muir_Hudelson
Canada,A18,Lake Hazen,2003,Salvelinus alpinus,X,LNMEA,WO,,62.5,cm,,,,,,A16426,,Muir_Hudelson
Canada,A18,Lake Hazen,2003,Salvelinus alpinus,X,LNMEA,WO,,40.5,cm,,,,,,A16427,,Muir_Hudelson
Canada,A18,Lake Hazen,2003,Salvelinus alpinus,X,LNMEA,WO,,39.5,cm,,,,,,A16428,,Muir_Hudelson
Canada,A18,Lake Hazen,2003,Salvelinus alpinus,X,LNMEA,WO,,39.2,cm,,,,,,A16429,,Muir_Hudelson
Canada,A18,Lake Hazen,2003,Salvelinus alpinus,X,LNMEA,WO,,39.2,cm,,,,,,A16430,,Muir_Hudelson
Canada,A18,Lake Hazen,2003,Salvelinus alpinus,X,LNMEA,WO,,36.6,cm,,,,,,A16431,,Muir_Hudelson
Canada,A18,Lake Hazen,2003,Salvelinus alpinus,X,LNMEA,WO,,36.2,cm,,,,,,A16432,,Muir_Hudelson
Canada,A18,Lake Hazen,2003,Salvelinus alpinus,X,LNMEA,WO,,64.5,cm,,,,,,A16433,,Muir_Hudelson
Canada,A18,Lake Hazen,2003,Salvelinus alpinus,X,LNMEA,WO,,34.4,cm,,,,,,A16434,,Muir_Hudelson
Canada,A18,Lake Hazen,2003,Salvelinus alpinus,X,LNMEA,WO,,67,cm,,,,,,A16435,,Muir_Hudelson
Canada,A18,Lake Hazen,2003,Salvelinus alpinus,X,LNMEA,WO,,39.2,cm,,,,,,A16436,,Muir_Hudelson
Canada,A18,Lake Hazen,2003,Salvelinus alpinus,X,LNMEA,WO,,40,cm,,,,,,A16437,,Muir_Hudelson
Canada,A18,Lake Hazen,2003,Salvelinus alpinus,X,LNMEA,WO,,38.6,cm,,,,,,A16438,,Muir_Hudelson
Canada,A18,Lake Hazen,2003,Salvelinus alpinus,X,LNMEA,WO,,61.3,cm,,,,,,A16439,,Muir_Hudelson
Canada,A18,Lake Hazen,2004,Salvelinus alpinus,X,LNMEA,WO,,41,cm,,,,,,A16440,,Muir_Hudelson
Canada,A18,Lake Hazen,2004,Salvelinus alpinus,X,LNMEA,WO,,68,cm,,,,,,A16441,,Muir_Hudelson
Canada,A18,Lake Hazen,2004,Salvelinus alpinus,X,LNMEA,WO,,37,cm,,,,,,A16442,,Muir_Hudelson
Canada,A18,Lake Hazen,2004,Salvelinus alpinus,X,LNMEA,WO,,59,cm,,,,,,A16443,,Muir_Hudelson
Canada,A18,Lake Hazen,2004,Salvelinus alpinus,X,LNMEA,WO,,45,cm,,,,,,A16444,,Muir_Hudelson
Canada,A18,Lake Hazen,2004,Salvelinus alpinus,X,LNMEA,WO,,59,cm,,,,,,A16445,,Muir_Hudelson
Canada,A18,Lake Hazen,2004,Salvelinus alpinus,X,LNMEA,WO,,45,cm,,,,,,A16446,,Muir_Hudelson
Canada,A18,Lake Hazen,2004,Salvelinus alpinus,X,LNMEA,WO,,46,cm,,,,,,A16447,,Muir_Hudelson
Canada,A18,Lake Hazen,2004,Salvelinus alpinus,X,LNMEA,WO,,48,cm,,,,,,A16448,,Muir_Hudelson
Canada,A18,Lake Hazen,2004,Salvelinus alpinus,X,LNMEA,WO,,39,cm,,,,,,A16449,,Muir_Hudelson
Canada,A18,Lake Hazen,2004,Salvelinus alpinus,X,LNMEA,WO,,50,cm,,,,,,A16450,,Muir_Hudelson
Canada,A18,Lake Hazen,2004,Salvelinus alpinus,X,LNMEA,WO,,37.5,cm,,,,,,A16451,,Muir_Hudelson
Canada,A18,Lake Hazen,2004,Salvelinus alpinus,X,LNMEA,WO,,45,cm,,,,,,A16452,,Muir_Hudelson
Canada,A18,Lake Hazen,2004,Salvelinus alpinus,X,LNMEA,WO,,37,cm,,,,,,A16453,,Muir_Hudelson
Canada,A18,Lake Hazen,2004,Salvelinus alpinus,X,LNMEA,WO,,40,cm,,,,,,A16454,,Muir_Hudelson
Canada,A18,Lake Hazen,2005,Salvelinus alpinus,X,LNMEA,WO,,48.923,cm,,,,,,A16456,,Muir_Hudelson
Canada,A18,Lake Hazen,2005,Salvelinus alpinus,X,LNMEA,WO,,48.388,cm,,,,,,A16457,,Muir_Hudelson
Canada,A18,Lake Hazen,2005,Salvelinus alpinus,X,LNMEA,WO,,48.174,cm,,,,,,A16458,,Muir_Hudelson
Canada,A18,Lake Hazen,2005,Salvelinus alpinus,X,LNMEA,WO,,47,cm,,,,,,A16459,,Muir_Hudelson
Canada,A18,Lake Hazen,2005,Salvelinus alpinus,X,LNMEA,WO,,33.118,cm,,,,,,A16460,,Muir_Hudelson
Canada,A18,Lake Hazen,2005,Salvelinus alpinus,X,LNMEA,WO,,35.256,cm,,,,,,A16461,,Muir_Hudelson
Canada,A18,Lake Hazen,2005,Salvelinus alpinus,X,LNMEA,WO,,35.971,cm,,,,,,A16462,,Muir_Hudelson
Canada,A18,Lake Hazen,2006,Salvelinus alpinus,X,LNMEA,WO,,34.2,cm,,,,,,A16463,,Muir_Hudelson
Canada,A18,Lake Hazen,2006,Salvelinus alpinus,X,LNMEA,WO,,46,cm,,,,,,A16464,,Muir_Hudelson
Canada,A18,Lake Hazen,2006,Salvelinus alpinus,X,LNMEA,WO,,34.5,cm,,,,,,A16465,,Muir_Hudelson
Canada,A18,Lake Hazen,2006,Salvelinus alpinus,X,LNMEA,WO,,36,cm,,,,,,A16466,,Muir_Hudelson
Canada,A18,Lake Hazen,2006,Salvelinus alpinus,X,LNMEA,WO,,33,cm,,,,,,A16467,,Muir_Hudelson
Canada,A18,Lake Hazen,2006,Salvelinus alpinus,X,LNMEA,WO,,37,cm,,,,,,A16468,,Muir_Hudelson
Canada,A18,Lake Hazen,2006,Salvelinus alpinus,X,LNMEA,WO,,31.8,cm,,,,,,A16469,,Muir_Hudelson
Canada,A18,Lake Hazen,2006,Salvelinus alpinus,X,LNMEA,WO,,33,cm,,,,,,A16470,,Muir_Hudelson
Canada,A18,Lake Hazen,2006,Salvelinus alpinus,X,LNMEA,WO,,31.4,cm,,,,,,A16471,,Muir_Hudelson
Canada,A18,Lake Hazen,2006,Salvelinus alpinus,X,LNMEA,WO,,35,cm,,,,,,A16472,,Muir_Hudelson
Canada,A18,Lake Hazen,2006,Salvelinus alpinus,X,LNMEA,WO,,34.2,cm,,,,,,A16473,,Muir_Hudelson
Canada,A18,Lake Hazen,2006,Salvelinus alpinus,X,LNMEA,WO,,31,cm,,,,,,A16474,,Muir_Hudelson
Canada,A18,Lake Hazen,2006,Salvelinus alpinus,X,LNMEA,WO,,42,cm,,,,,,A16475,,Muir_Hudelson
Canada,A18,Lake Hazen,2006,Salvelinus alpinus,X,LNMEA,WO,,32.6,cm,,,,,,A16476,,Muir_Hudelson
Canada,A18,Lake Hazen,2006,Salvelinus alpinus,X,LNMEA,WO,,32.5,cm,,,,,,A16477,,Muir_Hudelson
Canada,A18,Lake Hazen,2006,Salvelinus alpinus,X,LNMEA,WO,,66,cm,,,,,,A16478,,Muir_Hudelson
Canada,A18,Lake Hazen,2006,Salvelinus alpinus,X,LNMEA,WO,,43,cm,,,,,,A16479,,Muir_Hudelson
Canada,A18,Lake Hazen,2006,Salvelinus alpinus,X,LNMEA,WO,,46.2,cm,,,,,,A16480,,Muir_Hudelson
Canada,A18,Lake Hazen,2006,Salvelinus alpinus,X,LNMEA,WO,,36.5,cm,,,,,,A16481,,Muir_Hudelson
Canada,A18,Lake Hazen,2006,Salvelinus alpinus,X,LNMEA,WO,,32,cm,,,,,,A16482,,Muir_Hudelson
Canada,A18,Lake Hazen,2006,Salvelinus alpinus,X,LNMEA,WO,,35.5,cm,,,,,,A16483,,Muir_Hudelson
Canada,A18,Lake Hazen,2006,Salvelinus alpinus,X,LNMEA,WO,,33.5,cm,,,,,,A16484,,Muir_Hudelson
Canada,A18,Lake Hazen,2006,Salvelinus alpinus,X,LNMEA,WO,,40,cm,,,,,,A16485,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,52.8,cm,,,,,,A16486,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,56.5,cm,,,,,,A16487,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,36.5,cm,,,,,,A16488,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,36,cm,,,,,,A16489,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,51.3,cm,,,,,,A16490,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,60.6,cm,,,,,,A16491,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,54.1,cm,,,,,,A16492,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,63.4,cm,,,,,,A16493,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,15.3,cm,,,,,,A16494,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,17.3,cm,,,,,,A16495,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,18.3,cm,,,,,,A16496,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,18.1,cm,,,,,,A16497,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,20.1,cm,,,,,,A16498,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,15.9,cm,,,,,,A16499,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,21.6,cm,,,,,,A16500,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,24,cm,,,,,,A16501,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,22.1,cm,,,,,,A16502,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,17.8,cm,,,,,,A16503,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,15.7,cm,,,,,,A16504,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,15,cm,,,,,,A16505,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,18.5,cm,,,,,,A16506,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,18.5,cm,,,,,,A16507,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,36,cm,,,,,,A16508,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,35,cm,,,,,,A16509,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,37.1,cm,,,,,,A16510,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,38.5,cm,,,,,,A16511,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,30.7,cm,,,,,,A16512,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,43.7,cm,,,,,,A16513,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,38.2,cm,,,,,,A16514,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,36.9,cm,,,,,,A16515,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,35,cm,,,,,,A16516,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,31.6,cm,,,,,,A16517,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,26.9,cm,,,,,,A16518,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,9.7,cm,,,,,,A16519,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,21.7,cm,,,,,,A16520,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,14.1,cm,,,,,,A16521,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,17.2,cm,,,,,,A16522,,Muir_Hudelson
Canada,A18,Lake Hazen,2007,Salvelinus alpinus,X,LNMEA,WO,,17.7,cm,,,,,,A16523,,Muir_Hudelson
