country,station_code,station_name,year,species,sex,determinand,matrix,basis,value,unit,qflag,limit_detection,limit_quantification,uncertainty,unit_uncertainty,sample,series_subroup,source
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,N15D,MU,D,17.8,ppt,,,,,,A20061,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,C13D,MU,D,-21.1,ppt,,,,,,A20061,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,F,HG,LI,W,93.69,mg/kg,,,,25,%,A20062,adult_female,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,F,AGMEA,WO,,5,y,,,,,,A20062,adult_female,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,F,N15D,MU,D,19.3,ppt,,,,,,A20062,adult_female,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,F,C13D,MU,D,-21.1,ppt,,,,,,A20062,adult_female,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,HG,LI,W,51.69,mg/kg,,,,25,%,A20063,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,AGMEA,WO,,5,y,,,,,,A20063,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,N15D,MU,D,19.2,ppt,,,,,,A20063,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,C13D,MU,D,-18.7,ppt,,,,,,A20063,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,HG,LI,W,39.44,mg/kg,,,,25,%,A20064,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,AGMEA,WO,,10,y,,,,,,A20064,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,HG,LI,W,18.3,mg/kg,,,,25,%,A20065,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,AGMEA,WO,,5,y,,,,,,A20065,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,HG,LI,W,5.32,mg/kg,,,,25,%,A20066,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,AGMEA,WO,,1,y,,,,,,A20066,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,HG,LI,W,19.28,mg/kg,,,,25,%,A20067,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,AGMEA,WO,,12,y,,,,,,A20067,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,N15D,MU,D,18.2,ppt,,,,,,A20067,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,C13D,MU,D,-20,ppt,,,,,,A20067,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,F,HG,LI,W,92.98,mg/kg,,,,25,%,A20068,adult_female,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,F,AGMEA,WO,,13,y,,,,,,A20068,adult_female,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,F,N15D,MU,D,17.3,ppt,,,,,,A20068,adult_female,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,F,C13D,MU,D,-20.3,ppt,,,,,,A20068,adult_female,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,HG,LI,W,23.81,mg/kg,,,,25,%,A20069,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,AGMEA,WO,,6,y,,,,,,A20069,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,N15D,MU,D,17.7,ppt,,,,,,A20069,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,C13D,MU,D,-20.2,ppt,,,,,,A20069,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,HG,LI,W,15.52,mg/kg,,,,25,%,A20070,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,AGMEA,WO,,17,y,,,,,,A20070,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,N15D,MU,D,19.5,ppt,,,,,,A20070,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,C13D,MU,D,-19.7,ppt,,,,,,A20070,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,HG,LI,W,21.47,mg/kg,,,,25,%,A20071,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,AGMEA,WO,,2,y,,,,,,A20071,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,N15D,MU,D,16.9,ppt,,,,,,A20071,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,C13D,MU,D,-19.5,ppt,,,,,,A20071,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,HG,LI,W,37.84,mg/kg,,,,25,%,A20072,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,AGMEA,WO,,3,y,,,,,,A20072,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,HG,LI,W,18.89,mg/kg,,,,25,%,A20073,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,AGMEA,WO,,10,y,,,,,,A20073,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,N15D,MU,D,15.5,ppt,,,,,,A20073,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,C13D,MU,D,-22.5,ppt,,,,,,A20073,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,HG,LI,W,44.43,mg/kg,,,,25,%,A20074,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,AGMEA,WO,,18,y,,,,,,A20074,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,N15D,MU,D,18,ppt,,,,,,A20074,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,C13D,MU,D,-18.7,ppt,,,,,,A20074,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,HG,LI,W,26.3,mg/kg,,,,25,%,A20075,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,AGMEA,WO,,3,y,,,,,,A20075,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,N15D,MU,D,17.3,ppt,,,,,,A20075,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,M,C13D,MU,D,-21.3,ppt,,,,,,A20075,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,F,HG,LI,W,36.84,mg/kg,,,,25,%,A20076,adult_female,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1992,Ursus maritimus,F,AGMEA,WO,,18,y,,,,,,A20076,adult_female,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,HG,LI,W,10.89,mg/kg,,,,25,%,A20077,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,AGMEA,WO,,3,y,,,,,,A20077,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,HG,LI,W,34.15,mg/kg,,,,25,%,A20078,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,AGMEA,WO,,2,y,,,,,,A20078,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,N15D,MU,D,17.7,ppt,,,,,,A20078,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,C13D,MU,D,-20.2,ppt,,,,,,A20078,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,HG,LI,W,17.95,mg/kg,,,,25,%,A20079,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,AGMEA,WO,,2,y,,,,,,A20079,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,HG,LI,W,81.51,mg/kg,,,,25,%,A20080,adult_female,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,AGMEA,WO,,12,y,,,,,,A20080,adult_female,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,N15D,MU,D,17.1,ppt,,,,,,A20080,adult_female,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,C13D,MU,D,-20.5,ppt,,,,,,A20080,adult_female,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,HG,LI,W,17.34,mg/kg,,,,25,%,A20081,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,AGMEA,WO,,4,y,,,,,,A20081,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,N15D,MU,D,17.6,ppt,,,,,,A20081,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,C13D,MU,D,-19.2,ppt,,,,,,A20081,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,HG,LI,W,16.83,mg/kg,,,,25,%,A20082,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,AGMEA,WO,,1,y,,,,,,A20082,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,N15D,MU,D,18.1,ppt,,,,,,A20082,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,C13D,MU,D,-19.8,ppt,,,,,,A20082,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,HG,LI,W,45.46,mg/kg,,,,25,%,A20083,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,AGMEA,WO,,13,y,,,,,,A20083,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,N15D,MU,D,17.9,ppt,,,,,,A20083,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,C13D,MU,D,-18.5,ppt,,,,,,A20083,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,HG,LI,W,104,mg/kg,,,,25,%,A20084,adult_female,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,AGMEA,WO,,12,y,,,,,,A20084,adult_female,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,N15D,MU,D,18.8,ppt,,,,,,A20084,adult_female,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,C13D,MU,D,-21.3,ppt,,,,,,A20084,adult_female,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,HG,LI,W,41.18,mg/kg,,,,25,%,A20085,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,AGMEA,WO,,3,y,,,,,,A20085,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,N15D,MU,D,17.9,ppt,,,,,,A20085,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,C13D,MU,D,-19.6,ppt,,,,,,A20085,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,HG,LI,W,42.26,mg/kg,,,,25,%,A20086,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,AGMEA,WO,,3,y,,,,,,A20086,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,N15D,MU,D,17.8,ppt,,,,,,A20086,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,C13D,MU,D,-18.9,ppt,,,,,,A20086,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,HG,LI,W,41.33,mg/kg,,,,25,%,A20087,adult_female,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,AGMEA,WO,,16,y,,,,,,A20087,adult_female,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,N15D,MU,D,16.8,ppt,,,,,,A20087,adult_female,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,C13D,MU,D,-19.1,ppt,,,,,,A20087,adult_female,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,HG,LI,W,28.47,mg/kg,,,,25,%,A20088,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,AGMEA,WO,,1,y,,,,,,A20088,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,N15D,MU,D,17,ppt,,,,,,A20088,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,C13D,MU,D,-20.1,ppt,,,,,,A20088,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,HG,LI,W,40.42,mg/kg,,,,25,%,A20089,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,AGMEA,WO,,13,y,,,,,,A20089,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,N15D,MU,D,18.1,ppt,,,,,,A20089,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,C13D,MU,D,-20.8,ppt,,,,,,A20089,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,HG,LI,W,39.49,mg/kg,,,,25,%,A20090,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,AGMEA,WO,,2,y,,,,,,A20090,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,HG,LI,W,156.62,mg/kg,,,,25,%,A20091,adult_female,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,AGMEA,WO,,21,y,,,,,,A20091,adult_female,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,N15D,MU,D,17.9,ppt,,,,,,A20091,adult_female,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,C13D,MU,D,-19.3,ppt,,,,,,A20091,adult_female,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,HG,LI,W,13.03,mg/kg,,,,25,%,A20092,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,AGMEA,WO,,3,y,,,,,,A20092,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,N15D,MU,D,16.7,ppt,,,,,,A20092,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,C13D,MU,D,-19.3,ppt,,,,,,A20092,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,HG,LI,W,39.39,mg/kg,,,,25,%,A20093,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,AGMEA,WO,,4,y,,,,,,A20093,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,N15D,MU,D,18.9,ppt,,,,,,A20093,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,F,C13D,MU,D,-19.5,ppt,,,,,,A20093,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,HG,LI,W,30.46,mg/kg,,,,25,%,A20094,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,AGMEA,WO,,5,y,,,,,,A20094,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,N15D,MU,D,17.9,ppt,,,,,,A20094,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1993,Ursus maritimus,M,C13D,MU,D,-19,ppt,,,,,,A20094,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,F,HG,LI,W,11.9,mg/kg,,,,25,%,A20095,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,F,AGMEA,WO,,1,y,,,,,,A20095,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,F,N15D,MU,D,18.7,ppt,,,,,,A20095,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,F,C13D,MU,D,-22.1,ppt,,,,,,A20095,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,HG,LI,W,10.66,mg/kg,,,,25,%,A20096,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,AGMEA,WO,,1,y,,,,,,A20096,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,N15D,MU,D,16.8,ppt,,,,,,A20096,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,C13D,MU,D,-19,ppt,,,,,,A20096,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,HG,LI,W,24.01,mg/kg,,,,25,%,A20097,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,AGMEA,WO,,7,y,,,,,,A20097,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,N15D,MU,D,17.3,ppt,,,,,,A20097,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,C13D,MU,D,-19,ppt,,,,,,A20097,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,HG,LI,W,28.92,mg/kg,,,,25,%,A20098,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,AGMEA,WO,,4,y,,,,,,A20098,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,N15D,MU,D,16.75,ppt,,,,,,A20098,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,C13D,MU,D,-18.6,ppt,,,,,,A20098,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,HG,LI,W,35.48,mg/kg,,,,25,%,A20099,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,AGMEA,WO,,4,y,,,,,,A20099,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,N15D,MU,D,16.3,ppt,,,,,,A20099,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,C13D,MU,D,-19.9,ppt,,,,,,A20099,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,F,HG,LI,W,16.68,mg/kg,,,,25,%,A20100,adult_female,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,F,AGMEA,WO,,12,y,,,,,,A20100,adult_female,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,F,N15D,MU,D,16.4,ppt,,,,,,A20100,adult_female,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,F,C13D,MU,D,-20,ppt,,,,,,A20100,adult_female,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,F,HG,LI,W,16.7,mg/kg,,,,25,%,A20101,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,F,AGMEA,WO,,3,y,,,,,,A20101,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,F,N15D,MU,D,16.9,ppt,,,,,,A20101,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,F,C13D,MU,D,-19.1,ppt,,,,,,A20101,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,HG,LI,W,44.19,mg/kg,,,,25,%,A20102,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,AGMEA,WO,,12,y,,,,,,A20102,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,N15D,MU,D,18.3,ppt,,,,,,A20102,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,C13D,MU,D,-18.6,ppt,,,,,,A20102,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,HG,LI,W,30.92,mg/kg,,,,25,%,A20103,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,AGMEA,WO,,10,y,,,,,,A20103,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,N15D,MU,D,16.7,ppt,,,,,,A20103,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,C13D,MU,D,-20.2,ppt,,,,,,A20103,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,HG,LI,W,31.67,mg/kg,,,,25,%,A20104,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,AGMEA,WO,,7,y,,,,,,A20104,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,N15D,MU,D,16.5,ppt,,,,,,A20104,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,M,C13D,MU,D,-19.3,ppt,,,,,,A20104,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,F,HG,LI,W,17.71,mg/kg,,,,25,%,A20105,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,F,AGMEA,WO,,3,y,,,,,,A20105,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,F,N15D,MU,D,16.3,ppt,,,,,,A20105,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1994,Ursus maritimus,F,C13D,MU,D,-20.15,ppt,,,,,,A20105,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1995,Ursus maritimus,M,HG,LI,W,25.46,mg/kg,,,,25,%,A20106,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1995,Ursus maritimus,M,AGMEA,WO,,3,y,,,,,,A20106,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1995,Ursus maritimus,F,HG,LI,W,43.4,mg/kg,,,,25,%,A20107,adult_female,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1995,Ursus maritimus,F,AGMEA,WO,,6,y,,,,,,A20107,adult_female,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1995,Ursus maritimus,F,N15D,MU,D,18.3,ppt,,,,,,A20107,adult_female,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1995,Ursus maritimus,F,C13D,MU,D,-18.7,ppt,,,,,,A20107,adult_female,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1995,Ursus maritimus,M,HG,LI,W,39.26,mg/kg,,,,25,%,A20108,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1995,Ursus maritimus,M,AGMEA,WO,,7,y,,,,,,A20108,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1995,Ursus maritimus,M,N15D,MU,D,17.7,ppt,,,,,,A20108,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1995,Ursus maritimus,M,C13D,MU,D,-18.4,ppt,,,,,,A20108,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1995,Ursus maritimus,F,HG,LI,W,8.63,mg/kg,,,,25,%,A20109,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1995,Ursus maritimus,F,AGMEA,WO,,1,y,,,,,,A20109,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1995,Ursus maritimus,F,N15D,MU,D,16.3,ppt,,,,,,A20109,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1995,Ursus maritimus,F,C13D,MU,D,-19.3,ppt,,,,,,A20109,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1995,Ursus maritimus,M,HG,LI,W,11.87,mg/kg,,,,25,%,A20110,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1995,Ursus maritimus,M,AGMEA,WO,,2,y,,,,,,A20110,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1995,Ursus maritimus,M,N15D,MU,D,16.3,ppt,,,,,,A20110,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1995,Ursus maritimus,M,C13D,MU,D,-19.6,ppt,,,,,,A20110,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1995,Ursus maritimus,M,HG,LI,W,49.88,mg/kg,,,,25,%,A20111,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1995,Ursus maritimus,M,AGMEA,WO,,21,y,,,,,,A20111,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1995,Ursus maritimus,M,N15D,MU,D,17.8,ppt,,,,,,A20111,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1995,Ursus maritimus,M,C13D,MU,D,-18,ppt,,,,,,A20111,adult_male,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1995,Ursus maritimus,M,HG,LI,W,35.42,mg/kg,,,,25,%,A20112,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1995,Ursus maritimus,M,AGMEA,WO,,3,y,,,,,,A20112,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1995,Ursus maritimus,M,N15D,MU,D,16.8,ppt,,,,,,A20112,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1995,Ursus maritimus,M,C13D,MU,D,-19.4,ppt,,,,,,A20112,juvenile,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1995,Ursus maritimus,F,HG,LI,W,75.39,mg/kg,,,,25,%,A20113,adult_female,Riget
Greenland,A90,Ittoqqortoormiit AMAP,1995,Ursus maritimus,F,AGMEA,WO,,16,y,,,,,,A20113,adult_female,Riget
