country,station_code,station_name,year,species,sex,determinand,matrix,basis,value,unit,qflag,limit_detection,limit_quantification,uncertainty,unit_uncertainty,sample,series_subroup,source
Greenland,A90,Ittoqqortoormiit AMAP,2018,Phoca hispida,M,C13D,MU,D,-22.05,ppt,,,,,,A21383,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2018,Phoca hispida,M,HG,LI,W,8.72,mg/kg,,,,25,%,A21384,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2018,Phoca hispida,M,AGMEA,WO,,6,y,,,,,,A21384,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2018,Phoca hispida,M,N15D,MU,D,13.51,ppt,,,,,,A21384,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2018,Phoca hispida,M,C13D,MU,D,-20.86,ppt,,,,,,A21384,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2018,Phoca hispida,F,HG,LI,W,38.55,mg/kg,,,,25,%,A21385,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2018,Phoca hispida,F,AGMEA,WO,,14,y,,,,,,A21385,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2018,Phoca hispida,F,N15D,MU,D,14.44,ppt,,,,,,A21385,adult,Riget
Greenland,A90,Ittoqqortoormiit AMAP,2018,Phoca hispida,F,C13D,MU,D,-21.18,ppt,,,,,,A21385,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,HG,LI,W,0.991,mg/kg,,,,25,%,A21386,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,AGMEA,WO,,2,y,,,,,,A21386,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,N15D,MU,D,13.35,ppt,,,,,,A21386,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,C13D,MU,D,-18.52,ppt,,,,,,A21386,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,HG,LI,W,1.512,mg/kg,,,,25,%,A21387,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,AGMEA,WO,,0,y,,,,,,A21387,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,N15D,MU,D,14.21,ppt,,,,,,A21387,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,C13D,MU,D,-18.83,ppt,,,,,,A21387,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,HG,LI,W,0.617,mg/kg,,,,25,%,A21388,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,AGMEA,WO,,0,y,,,,,,A21388,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,N15D,MU,D,13.92,ppt,,,,,,A21388,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,C13D,MU,D,-18.45,ppt,,,,,,A21388,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,HG,LI,W,0.923,mg/kg,,,,25,%,A21389,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,AGMEA,WO,,0,y,,,,,,A21389,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,N15D,MU,D,12.72,ppt,,,,,,A21389,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,C13D,MU,D,-18.62,ppt,,,,,,A21389,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,HG,LI,W,1.699,mg/kg,,,,25,%,A21390,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,AGMEA,WO,,1,y,,,,,,A21390,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,N15D,MU,D,14.73,ppt,,,,,,A21390,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,C13D,MU,D,-18.29,ppt,,,,,,A21390,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,HG,LI,W,7.018,mg/kg,,,,25,%,A21391,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,AGMEA,WO,,8,y,,,,,,A21391,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,N15D,MU,D,15.03,ppt,,,,,,A21391,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,C13D,MU,D,-18.52,ppt,,,,,,A21391,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,HG,LI,W,0.786,mg/kg,,,,25,%,A21392,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,AGMEA,WO,,0,y,,,,,,A21392,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,N15D,MU,D,13.91,ppt,,,,,,A21392,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,C13D,MU,D,-18.92,ppt,,,,,,A21392,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,HG,LI,W,1.6,mg/kg,,,,25,%,A21393,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,AGMEA,WO,,1,y,,,,,,A21393,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,N15D,MU,D,13.68,ppt,,,,,,A21393,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,C13D,MU,D,-18.72,ppt,,,,,,A21393,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,HG,LI,W,0.393,mg/kg,,,,25,%,A21394,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,AGMEA,WO,,1,y,,,,,,A21394,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,N15D,MU,D,13.5,ppt,,,,,,A21394,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,C13D,MU,D,-18.65,ppt,,,,,,A21394,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,HG,LI,W,2.786,mg/kg,,,,25,%,A21395,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,AGMEA,WO,,1,y,,,,,,A21395,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,N15D,MU,D,13.39,ppt,,,,,,A21395,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,C13D,MU,D,-18.11,ppt,,,,,,A21395,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,HG,LI,W,1.106,mg/kg,,,,25,%,A21396,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,AGMEA,WO,,3,y,,,,,,A21396,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,N15D,MU,D,14.68,ppt,,,,,,A21396,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,C13D,MU,D,-18.53,ppt,,,,,,A21396,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,HG,LI,W,4.035,mg/kg,,,,25,%,A21397,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,AGMEA,WO,,3,y,,,,,,A21397,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,N15D,MU,D,14.23,ppt,,,,,,A21397,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,C13D,MU,D,-18.24,ppt,,,,,,A21397,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,,HG,LI,W,1.025,mg/kg,,,,25,%,A21398,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,,AGMEA,WO,,0,y,,,,,,A21398,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,,N15D,MU,D,13.56,ppt,,,,,,A21398,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,,C13D,MU,D,-18.78,ppt,,,,,,A21398,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,HG,LI,W,1.197,mg/kg,,,,25,%,A21399,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,AGMEA,WO,,1,y,,,,,,A21399,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,N15D,MU,D,12.22,ppt,,,,,,A21399,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,C13D,MU,D,-19.13,ppt,,,,,,A21399,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,HG,LI,W,3.473,mg/kg,,,,25,%,A21400,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,AGMEA,WO,,4,y,,,,,,A21400,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,N15D,MU,D,14.09,ppt,,,,,,A21400,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,C13D,MU,D,-18.13,ppt,,,,,,A21400,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,HG,LI,W,1.079,mg/kg,,,,25,%,A21401,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,AGMEA,WO,,1,y,,,,,,A21401,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,N15D,MU,D,14.58,ppt,,,,,,A21401,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,C13D,MU,D,-18.93,ppt,,,,,,A21401,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,HG,LI,W,1.23,mg/kg,,,,25,%,A21402,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,AGMEA,WO,,1,y,,,,,,A21402,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,N15D,MU,D,14.44,ppt,,,,,,A21402,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,C13D,MU,D,-18.98,ppt,,,,,,A21402,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,HG,LI,W,2.969,mg/kg,,,,25,%,A21403,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,AGMEA,WO,,2,y,,,,,,A21403,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,N15D,MU,D,14.75,ppt,,,,,,A21403,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,C13D,MU,D,-18.96,ppt,,,,,,A21403,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,HG,LI,W,1.16,mg/kg,,,,25,%,A21404,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,AGMEA,WO,,1,y,,,,,,A21404,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,N15D,MU,D,14.57,ppt,,,,,,A21404,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,C13D,MU,D,-18.91,ppt,,,,,,A21404,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,HG,LI,W,0.826,mg/kg,,,,25,%,A21405,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,AGMEA,WO,,1,y,,,,,,A21405,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,N15D,MU,D,13.63,ppt,,,,,,A21405,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,C13D,MU,D,-19.12,ppt,,,,,,A21405,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,HG,LI,W,2.677,mg/kg,,,,25,%,A21406,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,AGMEA,WO,,4,y,,,,,,A21406,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,N15D,MU,D,14.41,ppt,,,,,,A21406,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,C13D,MU,D,-19.25,ppt,,,,,,A21406,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,HG,LI,W,2.43,mg/kg,,,,25,%,A21407,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,AGMEA,WO,,5,y,,,,,,A21407,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,N15D,MU,D,14.21,ppt,,,,,,A21407,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,C13D,MU,D,-18.73,ppt,,,,,,A21407,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,HG,LI,W,3.358,mg/kg,,,,25,%,A21408,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,AGMEA,WO,,5,y,,,,,,A21408,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,N15D,MU,D,14.81,ppt,,,,,,A21408,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,C13D,MU,D,-18.65,ppt,,,,,,A21408,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,HG,LI,W,0.668,mg/kg,,,,25,%,A21409,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,AGMEA,WO,,1,y,,,,,,A21409,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,N15D,MU,D,14.76,ppt,,,,,,A21409,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,C13D,MU,D,-19.21,ppt,,,,,,A21409,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,HG,LI,W,0.963,mg/kg,,,,25,%,A21410,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,AGMEA,WO,,6,y,,,,,,A21410,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,N15D,MU,D,14.06,ppt,,,,,,A21410,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,C13D,MU,D,-18.67,ppt,,,,,,A21410,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,,HG,LI,W,3.186,mg/kg,,,,25,%,A21411,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,,AGMEA,WO,,9,y,,,,,,A21411,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,,N15D,MU,D,14.27,ppt,,,,,,A21411,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,,C13D,MU,D,-18.19,ppt,,,,,,A21411,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,HG,LI,W,1.249,mg/kg,,,,25,%,A21412,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,AGMEA,WO,,1,y,,,,,,A21412,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,N15D,MU,D,14.29,ppt,,,,,,A21412,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,C13D,MU,D,-18.93,ppt,,,,,,A21412,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,HG,LI,W,1.713,mg/kg,,,,25,%,A21413,undefined,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,N15D,MU,D,14.42,ppt,,,,,,A21413,undefined,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,C13D,MU,D,-19.03,ppt,,,,,,A21413,undefined,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,HG,LI,W,1.386,mg/kg,,,,25,%,A21414,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,AGMEA,WO,,2,y,,,,,,A21414,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,N15D,MU,D,14.35,ppt,,,,,,A21414,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,C13D,MU,D,-19.41,ppt,,,,,,A21414,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,HG,LI,W,1.38,mg/kg,,,,25,%,A21415,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,AGMEA,WO,,2,y,,,,,,A21415,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,N15D,MU,D,14.8,ppt,,,,,,A21415,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,C13D,MU,D,-18.75,ppt,,,,,,A21415,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,HG,LI,W,3.849,mg/kg,,,,25,%,A21416,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,AGMEA,WO,,4,y,,,,,,A21416,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,N15D,MU,D,14.42,ppt,,,,,,A21416,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,C13D,MU,D,-19,ppt,,,,,,A21416,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,HG,LI,W,1.505,mg/kg,,,,25,%,A21417,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,AGMEA,WO,,1,y,,,,,,A21417,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,N15D,MU,D,15.03,ppt,,,,,,A21417,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,C13D,MU,D,-18.72,ppt,,,,,,A21417,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,HG,LI,W,12.922,mg/kg,,,,25,%,A21418,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,AGMEA,WO,,6,y,,,,,,A21418,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,N15D,MU,D,14.29,ppt,,,,,,A21418,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,C13D,MU,D,-18.17,ppt,,,,,,A21418,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,HG,LI,W,7.141,mg/kg,,,,25,%,A21419,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,AGMEA,WO,,6,y,,,,,,A21419,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,N15D,MU,D,14.83,ppt,,,,,,A21419,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,C13D,MU,D,-18.64,ppt,,,,,,A21419,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,HG,LI,W,3.42,mg/kg,,,,25,%,A21420,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,AGMEA,WO,,6,y,,,,,,A21420,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,N15D,MU,D,14.51,ppt,,,,,,A21420,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,C13D,MU,D,-18.36,ppt,,,,,,A21420,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,HG,LI,W,1.424,mg/kg,,,,25,%,A21421,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,AGMEA,WO,,1,y,,,,,,A21421,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,N15D,MU,D,14.25,ppt,,,,,,A21421,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,C13D,MU,D,-19.16,ppt,,,,,,A21421,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,HG,LI,W,1.624,mg/kg,,,,25,%,A21422,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,AGMEA,WO,,2,y,,,,,,A21422,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,N15D,MU,D,14.32,ppt,,,,,,A21422,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,F,C13D,MU,D,-18.71,ppt,,,,,,A21422,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,HG,LI,W,2.432,mg/kg,,,,25,%,A21423,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,AGMEA,WO,,2,y,,,,,,A21423,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,N15D,MU,D,15.08,ppt,,,,,,A21423,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1994,Phoca hispida,M,C13D,MU,D,-18.86,ppt,,,,,,A21423,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1999,Phoca hispida,F,HG,LI,W,1.146,mg/kg,,,,25,%,A21424,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1999,Phoca hispida,F,AGMEA,WO,,5,y,,,,,,A21424,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1999,Phoca hispida,F,N15D,MU,D,14.85,ppt,,,,,,A21424,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1999,Phoca hispida,F,C13D,MU,D,-18.42,ppt,,,,,,A21424,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1999,Phoca hispida,M,HG,LI,W,0.606,mg/kg,,,,25,%,A21425,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1999,Phoca hispida,M,AGMEA,WO,,1,y,,,,,,A21425,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1999,Phoca hispida,M,N15D,MU,D,14.83,ppt,,,,,,A21425,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1999,Phoca hispida,M,C13D,MU,D,-19.06,ppt,,,,,,A21425,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1999,Phoca hispida,,HG,LI,W,0.445,mg/kg,,,,25,%,A21426,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1999,Phoca hispida,,AGMEA,WO,,1,y,,,,,,A21426,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1999,Phoca hispida,,N15D,MU,D,13.52,ppt,,,,,,A21426,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1999,Phoca hispida,,C13D,MU,D,-19.57,ppt,,,,,,A21426,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1999,Phoca hispida,M,HG,LI,W,0.813,mg/kg,,,,25,%,A21427,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1999,Phoca hispida,M,AGMEA,WO,,1,y,,,,,,A21427,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1999,Phoca hispida,M,N15D,MU,D,15.42,ppt,,,,,,A21427,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1999,Phoca hispida,M,C13D,MU,D,-19.53,ppt,,,,,,A21427,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1999,Phoca hispida,M,HG,LI,W,1.075,mg/kg,,,,25,%,A21428,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1999,Phoca hispida,M,AGMEA,WO,,5,y,,,,,,A21428,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1999,Phoca hispida,M,N15D,MU,D,15.63,ppt,,,,,,A21428,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1999,Phoca hispida,M,C13D,MU,D,-18.64,ppt,,,,,,A21428,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1999,Phoca hispida,F,HG,LI,W,0.647,mg/kg,,,,25,%,A21429,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1999,Phoca hispida,F,AGMEA,WO,,1,y,,,,,,A21429,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1999,Phoca hispida,F,N15D,MU,D,13.69,ppt,,,,,,A21429,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1999,Phoca hispida,F,C13D,MU,D,-19.28,ppt,,,,,,A21429,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1999,Phoca hispida,M,HG,LI,W,0.843,mg/kg,,,,25,%,A21430,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1999,Phoca hispida,M,AGMEA,WO,,1,y,,,,,,A21430,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1999,Phoca hispida,M,N15D,MU,D,15.11,ppt,,,,,,A21430,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1999,Phoca hispida,M,C13D,MU,D,-19.24,ppt,,,,,,A21430,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1999,Phoca hispida,F,HG,LI,W,0.574,mg/kg,,,,25,%,A21431,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1999,Phoca hispida,F,AGMEA,WO,,9,y,,,,,,A21431,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1999,Phoca hispida,F,N15D,MU,D,14.56,ppt,,,,,,A21431,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1999,Phoca hispida,F,C13D,MU,D,-19.32,ppt,,,,,,A21431,adult,Riget
Greenland,A110,Qeqertarsuaq AMAP,1999,Phoca hispida,M,HG,LI,W,0.694,mg/kg,,,,25,%,A21432,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1999,Phoca hispida,M,AGMEA,WO,,0,y,,,,,,A21432,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1999,Phoca hispida,M,N15D,MU,D,14.31,ppt,,,,,,A21432,juvenile,Riget
Greenland,A110,Qeqertarsuaq AMAP,1999,Phoca hispida,M,C13D,MU,D,-19.78,ppt,,,,,,A21432,juvenile,Riget
